time[ms],cpu_load,cpu_scaling_freq
0,,1708.0
100,0.9375,1708.0
200,0.9,1708.0
300,0.9090909090909091,1708.0
400,1.0,1708.0
500,,
600,,1708.0
700,0.8333333333333334,1708.0
800,0.9166666666666666,1708.0
900,0.7142857142857143,1708.0
1000,0.8666666666666667,1708.0
1100,0.9,1708.0
1200,0.8,1708.0
1300,0.8571428571428571,1708.0
1400,0.8,1708.0
1500,0.75,1708.0
1600,0.8888888888888888,1708.0
1700,0.8461538461538461,1708.0
1800,0.8571428571428571,1708.0
1900,,
2000,,1708.0
2100,0.7692307692307693,1708.0
2200,0.8333333333333334,1708.0
2300,0.9,1708.0
2400,,
2500,,1708.0
2600,0.7857142857142857,1708.0
2700,0.8888888888888888,1660.0
2800,0.896551724137931,1708.0
2900,0.8888888888888888,1708.0
3000,,
3100,,1708.0
3200,0.9166666666666666,1708.0
3300,0.8,1708.0
3400,0.7857142857142857,1708.0
3500,0.9166666666666666,1708.0
3600,0.8333333333333334,1708.0
3700,,
3800,,1708.0
3900,0.8666666666666667,1708.0
4000,,
4100,,1708.0
4200,0.8666666666666667,1708.0
4300,0.8333333333333334,1708.0
4400,,
4500,,1708.0
4600,0.8571428571428571,1708.0
4700,0.8571428571428571,1708.0
4800,0.8181818181818182,1708.0
4900,0.8181818181818182,1708.0
5000,0.9,1708.0
5100,0.8,1708.0
5200,0.8888888888888888,1708.0
5300,0.8,1708.0
5400,0.9166666666666666,1708.0
5500,0.6666666666666666,1708.0
5600,0.7777777777777778,1708.0
5700,,
5800,,1708.0
5900,,
6000,,1708.0
6100,0.8461538461538461,1708.0
6200,0.8787878787878788,1708.0
6300,0.7777777777777778,1708.0
6400,,
6500,,1708.0
6600,0.8333333333333334,1708.0
6700,0.7777777777777778,1708.0
6800,0.9090909090909091,1708.0
6900,0.8461538461538461,1708.0
7000,0.7777777777777778,1708.0
7100,0.7333333333333333,1708.0
7200,0.8888888888888888,1708.0
7300,,
7400,,1708.0
7500,1.0,1708.0
7600,0.8333333333333334,1708.0
7700,0.9,1708.0
7800,0.9090909090909091,1516.0
7900,0.8181818181818182,1708.0
8000,0.9090909090909091,1708.0
