time[ms],cpu_load,cpu_scaling_freq,cpu,sitename,w
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
0,,,0,instagram,1.0
0,,,0,instagram,1.0745248
