0,1.07486
100,
200,1.07486
300,
400,
500,1.07486
600,
700,1.07486
800,
900,
1000,1.07486
1100,
1200,
1300,1.07486
1400,
1500,1.07486
1600,
1700,
1800,
1900,1.07486
2000,
2100,
2200,1.07486
2300,
2400,1.07486
2500,
2600,1.07486
2700,
2800,
2900,1.07486
3000,
3100,
3200,1.0796800000000002
3300,
3400,1.0796800000000002
3500,
3600,
3700,
3800,1.07486
3900,
4000,1.07486
4100,
4200,
4300,1.0796800000000002
4400,
4500,1.0796800000000002
4600,
4700,
4800,1.07486
4900,
5000,
5100,
5200,1.07486
5300,
5400,1.07486
5500,
5600,1.07486
5700,
5800,
5900,1.07486
6000,
6100,
6200,1.07486
6300,
6400,1.07744
6500,
6600,
6700,1.07744
6800,
6900,
7000,1.07744
7100,
7200,
7300,1.07744
7400,
7500,1.07263
7600,
7700,
7800,1.07263
