0,1.07263
100,
200,
300,1.07486
400,
500,
600,1.07486
700,
800,
900,1.07486
1000,
1100,1.07486
1200,
1300,
1400,1.07486
1500,
1600,
1700,1.07486
1800,
1900,
2000,1.07486
2100,
2200,1.07486
2300,
2400,
2500,1.07263
2600,
2700,
2800,1.07263
2900,
3000,
3100,1.07263
3200,
3300,1.07263
3400,
3500,
3600,1.07263
3700,
3800,
3900,1.07263
4000,
4100,1.07263
4200,
4300,
4400,1.07263
4500,
4600,
4700,1.07486
4800,
4900,
5000,1.07486
5100,
5200,1.07486
5300,
5400,
5500,1.07486
5600,
5700,
5800,1.07486
5900,
6000,1.07486
6100,
6200,
6300,1.07486
6400,
6500,1.07486
6600,
6700,
6800,1.07486
6900,
7000,
7100,1.07486
7200,
7300,
7400,1.07486
7500,
7600,1.07486
7700,
7800,
7900,1.07486
